"","TAXON_CODE","Taxon","TAXON_CODE_Historical","Taxon_Historical","TSN","OTU_RIV05_Nov05","OTU_Stress05","OTU_BCG_WV-PL","Code_USU","OTU2N_USU","Comments","CommonName","Kingdom","Phylum","Class","SubClass","Order","SubOrder","Super Family","Family","SubFamily","Tribe","Genus","SubGenus","SpeciesGroup","SpeciesComplex","Species","SubSpecies","AKA","BBI","FFG","Voltine","SedimentTolerant","Tolerant","MTI","Cold","ORIGIN","TOL","VBI","REPRO GUILD","ADULT FW HABITAT GUILD","TEMPERATURE PREFERENCE","ADULT FRESHWATER TROPHIC GUILD","tax_uid","txrnk_name","tax_last_change_date","tax_storet_id","tax_srs_id","tax_description"
"50","PEL310","Gonidea",NA,NA,80032,"Unionidae","666","Unionoida",643,"Unionidae",NA,NA,"Animalia","Mollusca","Bivalvia","Palaeoheterodonta","Unionoida",NA,"Unionoidea","Unionidae","Gonideinae",NA,"Gonidea",NA,NA,NA,NA,NA,NA,4,"CF","SV","U","S",666,"U",NA,NA,NA,NA,NA,NA,NA,42696,"Genus",2017-04-04 09:52:55,"NULL","NULL","(Conrad 1857)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=80032"
"51","PEL320","Margaritifera",NA,NA,80370,"Unionidae","Margaritifera","Margaritifera falcata",639,"Margaritifera",NA,NA,"Animalia","Mollusca","Bivalvia","Palaeoheterodonta","Unionoida",NA,"Unionoidea","Margaritiferidae",NA,NA,"Margaritifera",NA,NA,NA,NA,NA,NA,4,"CF","SV","U","S",666,"U",NA,NA,NA,NA,NA,NA,NA,25391,"Genus",2017-04-04 09:53:15,"NULL","NULL","(Schumacher 1816)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=80370"
"52","PEL411","Margaritifera falcata",NA,NA,80372,"Unionidae","Margaritifera","Margaritifera falcata",1217,"Margaritifera",NA,NA,"Animalia","Mollusca","Bivalvia","Palaeoheterodonta","Unionoida",NA,"Unionoidea","Margaritiferidae",NA,NA,"Margaritifera",NA,NA,NA,"falcata",NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,25392,"Species",2017-04-04 09:53:15,"NULL","NULL","(Gould 1850)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=80372"
"53","PEL200","Corbiculidae",NA,NA,81381,"666","666","Corbicula",1514,"666",NA,NA,"Animalia","Mollusca","Bivalvia","Heterodonta","Veneroida",NA,"Corbiculoidea","Corbiculidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"CF",NA,"U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,29951,"Family",2017-04-04 09:52:33,"NULL","NULL","(Gray 1847)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=81381"
"54","PEL210","Corbicula",NA,NA,81385,"666","Corbicula","Corbicula",1515,"Corbicula",NA,NA,"Animalia","Mollusca","Bivalvia","Heterodonta","Veneroida",NA,"Corbiculoidea","Corbiculidae",NA,NA,"Corbicula",NA,NA,NA,NA,NA,NA,9,"CF",NA,"T","T",666,"U",NA,NA,NA,NA,NA,NA,NA,25405,"Genus",2019-10-25 17:41:13,"NULL","NULL","(Megerle von Muhlfeld 1811)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=81385"
"55","PEL211","Corbicula fluminea",NA,NA,81387,"666","Corbicula","Corbicula",1518,"Corbicula",NA,NA,"Animalia","Mollusca","Bivalvia","Heterodonta","Veneroida",NA,"Corbiculoidea","Corbiculidae",NA,NA,"Corbicula",NA,NA,NA,"fluminea",NA,NA,9,"CF",NA,"T","T",666,"U",NA,NA,NA,NA,NA,NA,NA,25407,"Species",2019-10-25 17:41:13,"NULL","NULL","(O F Muller 1774)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=81387"
"56","PEL130","Sphaerium",NA,NA,81391,"Pisidiidae","Sphaeriidae","Sphaerium",648,"Pisidiidae","Updated Family from ""Sphaeriidae""; 1/26/16 mbs",NA,"Animalia","Mollusca","Bivalvia","Heterodonta","Veneroida",NA,"Corbiculoidea","Pisidiidae","Sphaeriinae",NA,"Sphaerium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,25737,"Genus",2017-04-04 09:53:54,"NULL","NULL","(Scopoli 1777)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=81391"
"57","PEL110","Pisidium",NA,NA,81400,"Pisidiidae","Sphaeriidae","Pisidium",647,"Pisidiidae","Updated Family from ""Sphaeriidae""; 1/26/16 mbs",NA,"Animalia","Mollusca","Bivalvia","Heterodonta","Veneroida",NA,"Corbiculoidea","Pisidiidae","Pisidiinae",NA,"Pisidium",NA,NA,NA,NA,NA,NA,8,"CG","SV","U","U",3,"U",NA,NA,NA,NA,NA,NA,NA,25446,"Genus",2017-04-04 09:53:36,"NULL","NULL","(L Pfeiffer 1821)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=81400"
"58","PEL120","Musculium",NA,NA,81427,"Pisidiidae","Sphaeriidae","Musculium",651,"Pisidiidae","Updated Family from ""Sphaeriidae""; 1/26/16 mbs",NA,"Animalia","Mollusca","Bivalvia","Heterodonta","Veneroida",NA,"Corbiculoidea","Pisidiidae",NA,NA,"Musculium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,25438,"Genus",2017-04-04 09:53:19,"NULL","NULL","(Link 1807)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=81427"
"59","HYD004","Trombidiformes",NA,"Hydracarina, Acari (higher taxonomic level)",82769,"Trombidiformes","Trombidiformes","Trombidiformes",NA,"Acari",NA,"2789","Animalia","Arthropoda","Arachnida","Acari","Trombidiformes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"PA","MV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,22560,"Order",2016-03-24 01:12:41,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=82769"
"60","HYD710","Arrenurus",NA,NA,82864,"Trombidiformes","Trombidiformes","Trombidiformes",2115,"Acari","Corrected Suborder & Superfamily",NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Arrenuroidea","Arrenuridae",NA,NA,"Arrenurus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22562,"Genus",2017-04-04 09:52:18,"NULL","NULL","(Duges 1834)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=82864"
"61","HYD570","Aturidae",NA,NA,82973,"Trombidiformes","Trombidiformes","Trombidiformes",2116,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Aturidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,28519,"Family",2016-03-24 01:12:48,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=82973"
"62","HYD571","Aturus",NA,NA,82974,"Trombidiformes","Trombidiformes","Trombidiformes",2117,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Aturidae",NA,NA,"Aturus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22763,"Genus",2017-04-04 09:52:19,"NULL","NULL","(Kramer 1875)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=82974"
"63","HYD410","Sperchon",NA,NA,83006,"Trombidiformes","Trombidiformes","Trombidiformes",67,"Acari","corrected Family spelling from ""Sperconidae"" 1/26/16 mbs",NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Sperchontidae",NA,NA,"Sperchon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22851,"Genus",2017-04-04 09:53:54,"NULL","NULL","(Kramer 1877)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83006"
"64","HYD420","Sperchonopsis",NA,NA,83029,"Trombidiformes","Trombidiformes","Trombidiformes",2162,"Acari","corrected Family spelling from ""Sperconidae"" 1/26/16 mbs",NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Sperchontidae",NA,NA,"Sperchonopsis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22852,"Genus",2017-04-04 09:53:54,"NULL","NULL","(Piersig 1896)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83029"
"65","HYD110","Lebertia",NA,NA,83034,"Trombidiformes","Trombidiformes","Trombidiformes",63,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Lebertiidae",NA,NA,"Lebertia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22835,"Genus",2017-04-04 09:53:09,"NULL","NULL","(Neuman 1880)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83034"
"66","HYD120","Estelloxus",NA,NA,83048,"Trombidiformes","Trombidiformes","Trombidiformes",2143,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Lebertiidae",NA,NA,"Estelloxus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,28524,"Genus",2017-04-04 09:52:48,"NULL","NULL","(Habeeb 1963)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83048"
"67","HYD910","Limnesia",NA,NA,83051,"Trombidiformes","Trombidiformes","Trombidiformes",2145,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hygrobatoidea","Limnesiidae",NA,NA,"Limnesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22837,"Genus",2017-04-04 09:53:11,"NULL","NULL","(C L Koch 1836)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83051"
"68","HYD310","Unionicola",NA,NA,83073,"Trombidiformes","Trombidiformes","Trombidiformes",2177,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Unionicolidae",NA,NA,"Unionicola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22859,"Genus",2017-04-04 09:54:05,"NULL","NULL","(Haldeman 1842)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83073"
"69","HYD330","Koenikea","New Code; 10/7/16; MBS",NA,83093,"Trombidiformes","Trombidiformes","Trombidiformes",3026,"Acari","New genus; 10/7/16; MBS",NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hygrobatoidea","Unionicolidae",NA,NA,"Koenikea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22857,"Genus",2017-04-04 09:53:07,"NULL","NULL","(Wolcott 1900)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83093"
"70","HYD320","Neumania",NA,NA,83103,"Trombidiformes","Trombidiformes","Trombidiformes",2176,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Unionicolidae",NA,NA,"Neumania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22858,"Genus",2017-04-04 09:53:24,"NULL","NULL","(Lebert 1879)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83103"
"71","HYD860","Hydrovolzia",NA,NA,83119,"Trombidiformes","Trombidiformes","Trombidiformes",2131,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Hydrovolziidae",NA,NA,"Hydrovolzia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,28523,"Genus",2017-04-04 09:53:02,"NULL","NULL","(Thor 1905)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83119"
"72","HYD551","Hydrachna",NA,NA,83123,"Trombidiformes","Trombidiformes","Trombidiformes",2127,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Hydrachnidae",NA,NA,"Hydrachna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22825,"Genus",2019-10-25 17:41:09,"NULL","NULL","(O F Muller 1776)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83123"
"73","HYD260","Limnochares","New Code; 3/3/2016; mbs",NA,83146,"Trombidiformes","Trombidiformes","Trombidiformes",2148,"Acari","New genus; added 3/3/2016; mbs",NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Eylaoidea","Limnocharidae",NA,NA,"Limnochares",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22840,"Genus",2017-04-04 09:53:11,"NULL","NULL","(Latreille 1796)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83146"
"74","HYD220","Protzia",NA,NA,83170,"Trombidiformes","Trombidiformes","Trombidiformes",65,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Hydryphantidae",NA,NA,"Protzia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,28535,"Genus",2017-04-04 09:53:42,"NULL","NULL","(Piersig 1896)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83170"
"75","HYD210","Wandesia",NA,NA,83172,"Trombidiformes","Trombidiformes","Trombidiformes",2139,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Hydryphantidae",NA,NA,"Wandesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22764,"Genus",2017-04-04 09:54:06,"NULL","NULL","(Schechtel 1912)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83172"
"76","HYD250","Thyopsella","New Code; 2/23/15; mbs",NA,83202,"Trombidiformes","Trombidiformes","Trombidiformes",2169,"Acari","New genus; added 2/23/15; mbs",NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydryphantoidea","Hydryphantidae",NA,NA,"Thyopsella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,28539,"Genus",2017-04-04 09:54:02,"NULL","NULL","(Cook 1955)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83202"
"77","HYD670","Thyopsis",NA,NA,83205,"Trombidiformes","Trombidiformes","Trombidiformes",4063,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Thyasidae",NA,NA,"Thyopsis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,42749,"Genus",2017-04-04 09:54:02,"NULL","NULL","(Piersig 1899)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83205"
"78","HYD001","Hydryphantidae",NA,NA,83212,"Trombidiformes","Trombidiformes","Trombidiformes",2132,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Hydryphantidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22828,"Family",2016-03-24 01:12:39,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83212"
"79","HYD230","Hydryphantes",NA,NA,83213,"Trombidiformes","Trombidiformes","Trombidiformes",2134,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Hydryphantidae",NA,NA,"Hydryphantes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22829,"Genus",2017-04-04 09:53:02,"NULL","NULL","(C L Koch 1841)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83213"
"80","HYD980","Hydrodroma",NA,NA,83225,"Trombidiformes","Trombidiformes","Trombidiformes",2129,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Hydrodromidae",NA,NA,"Hydrodroma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22827,"Genus",2017-04-04 09:53:02,"NULL","NULL","(C L Koch 1837)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83225"
"81","HYD351","Oxus",NA,NA,83244,"Trombidiformes","Trombidiformes","Trombidiformes",2154,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Oxidae",NA,NA,"Oxus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22844,"Genus",2017-04-04 09:53:30,"NULL","NULL","(Kramer 1877)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83244"
"82","HYD003","Torrenticolidae",NA,NA,83249,"Trombidiformes","Trombidiformes","Trombidiformes",54,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Torrenticolidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22854,"Family",2017-04-04 09:54:02,"NULL","NULL","(Thor 1902)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83249"
"83","HYD520","Testudacarus",NA,NA,83250,"Trombidiformes","Trombidiformes","Trombidiformes",2171,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Torrenticolidae",NA,NA,"Testudacarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,28540,"Genus",2017-04-04 09:54:00,"NULL","NULL","(Walter 1928)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83250"
"84","HYD510","Torrenticola",NA,NA,83254,"Trombidiformes","Trombidiformes","Trombidiformes",2172,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Torrenticolidae",NA,NA,"Torrenticola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22855,"Genus",2017-04-04 09:54:02,"NULL","NULL","(Piersig 1896)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83254"
"85","HYD600","Hygrobatidae",NA,NA,83281,"Trombidiformes","Trombidiformes","Trombidiformes",59,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Hygrobatidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22830,"Family",2016-03-24 01:12:33,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83281"
"86","HYD620","Atractides",NA,NA,83282,"Trombidiformes","Trombidiformes","Trombidiformes",2140,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Hygrobatidae",NA,NA,"Atractides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22831,"Genus",2017-04-04 09:52:19,"NULL","NULL","(C L Koch 1837)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83282"
"87","HYD610","Hygrobates",NA,NA,83297,"Trombidiformes","Trombidiformes","Trombidiformes",61,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Hygrobatidae",NA,NA,"Hygrobates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22832,"Genus",2017-04-04 09:53:02,"NULL","NULL","(C L Koch 1837)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83297"
"88","HYD581","Nautarachna",NA,NA,83326,"Trombidiformes","Trombidiformes","Trombidiformes",2158,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Pionidae",NA,NA,"Nautarachna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,28529,"Genus",2017-04-04 09:53:21,"NULL","NULL","(Moniez 1888)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83326"
"89","HYD810","Forelia",NA,NA,83331,"Trombidiformes","Trombidiformes","Trombidiformes",2157,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Pionidae",NA,NA,"Forelia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22846,"Genus",2017-04-04 09:52:51,"NULL","NULL","(Halller 1882)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83331"
"90","HYD820","Piona",NA,NA,83350,"Trombidiformes","Trombidiformes","Trombidiformes",2159,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Pionidae",NA,NA,"Piona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22848,"Genus",2017-04-04 09:53:36,"NULL","NULL","(C L Koch 1842)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83350"
"91","HYD830","Pseudofeltria",NA,NA,83410,"Trombidiformes","Trombidiformes","Trombidiformes",2160,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydrobatoidea","Pionidae",NA,NA,"Pseudofeltria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,28531,"Genus",2017-04-04 09:53:42,"NULL","NULL","(Soar 1904)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83410"
"92","HYD251","Woolastookia",NA,NA,83461,"Trombidiformes","Trombidiformes","Trombidiformes",2119,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Axonopsidae",NA,NA,"Woolastookia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,28520,"Genus",2017-04-04 09:54:06,"NULL","NULL","(Habeeb 1954)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83461"
"93","HYD760","Stygomomonia",NA,NA,83471,"Trombidiformes","Trombidiformes","Trombidiformes",2152,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Momoniidae",NA,NA,"Stygomomonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,28527,"Genus",2017-04-04 09:53:57,"NULL","NULL","(Szalay 1943)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83471"
"94","HYD960","Mideopsis",NA,NA,83479,"Trombidiformes","Trombidiformes","Trombidiformes",2150,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Mideopsidae",NA,NA,"Mideopsis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22842,"Genus",2017-04-04 09:53:18,"NULL","NULL","(Neuman 1880)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83479"
"95","HYD151","Acalyptonotus",NA,NA,83508,"Trombidiformes","Trombidiformes","Trombidiformes",2111,"Acari",NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Hydracarina","Acalyptonotidae",NA,NA,"Acalyptonotus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,28517,"Genus",2017-04-04 09:52:17,"NULL","NULL","(Walter 1911)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83508"
"96","HYD540","Utaxatax","New Code; 1/26/16; mbs",NA,83534,"Trombidiformes","Trombidiformes","Trombidiformes",2113,"Acari","New genus; 1/26/16; mbs",NA,"Animalia","Arthropoda","Arachnida","Acari","Trombidiformes","Prostigmata","Lebertioidea","Anisitsiellidae",NA,NA,"Utaxatax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,28518,"Genus",2017-04-04 09:54:05,"NULL","NULL","(Habeeb 1964)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83534"
"97","CRU100","Anostraca",NA,NA,83688,"666","666","666",76,"666",NA,NA,"Animalia","Arthropoda","Branchiopoda","Sarsostraca","Anostraca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"CF",NA,"U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,28553,"Order",2017-04-04 09:52:12,"NULL","NULL","(Sars 1867)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83688"
"98","CRU200","Notostraca",NA,NA,83756,"666","666","666",89,"666",NA,NA,"Animalia","Arthropoda","Branchiopoda","Phyllopoda","Notostraca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"CF",NA,"U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,106073,"Order",2017-04-04 09:51:50,"NULL","NULL","(G. O. Sars 1867)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83756"
